difficulty	time_ms	duration_ms	lane	confidence	review_priority	beat_alignment	quantization_shift_ms	source	evidence	reason
expert	142016	0	2	0.376781	0.477766	0.868735	0	mid	DSP	low confidence, single-source evidence
expert	146037	0	1	0.378689	0.475014	0.868735	0	mid	DSP	low confidence, single-source evidence
expert	62869.3	0	1	0.372151	0.470812	0.868735	0	high	DSP	low confidence, single-source evidence
expert	36554.7	0	3	0.35572	0.467658	1	-2.18279e-11	high	DSP	low confidence, single-source evidence
expert	180352	0	2	0.463613	0.467089	0.728612	0	mid	DSP	low confidence, single-source evidence
expert	69013.3	0	2	0.382366	0.465628	0.868735	0	high	DSP	low confidence, single-source evidence
expert	61632	0	2	0.383828	0.464886	0.868735	0	high	DSP	low confidence, single-source evidence
expert	37173.3	0	3	0.362099	0.462124	1	-2.18279e-11	high	DSP	low confidence, single-source evidence
expert	55114.7	0	1	0.364723	0.461743	1	1.23691e-10	high	DSP	low confidence, single-source evidence
expert	51402.7	0	1	0.376326	0.45725	1	9.45874e-11	high	DSP	low confidence, single-source evidence
expert	40266.7	0	1	0.364282	0.45626	1	7.27596e-12	high	DSP	low confidence, single-source evidence
expert	45525.3	0	2	0.366652	0.455064	1	4.36557e-11	high	DSP	low confidence, single-source evidence
expert	48309.3	0	3	0.36241	0.454003	1	6.54836e-11	high	DSP	low confidence, single-source evidence
expert	50165.3	0	2	0.389486	0.450859	1	8.00355e-11	high	DSP	low confidence, single-source evidence
expert	44288	0	1	0.375584	0.450559	1	3.63798e-11	high	DSP	low confidence, single-source evidence
expert	16757.3	0	1	0.397228	0.449435	1	1.09139e-11	mid	DSP	low confidence, single-source evidence
expert	18613.3	0	0	0.396535	0.447289	1	3.63798e-12	low	DSP	low confidence, single-source evidence
expert	49237.3	0	2	0.384783	0.445919	1	7.27596e-11	high	DSP	low confidence, single-source evidence
expert	32224	0	2	0.405734	0.440688	1	-5.09317e-11	high	DSP	low confidence, single-source evidence
expert	4725.33	0	1	0.431034	0.440579	1	0	mid	DSP	low confidence, single-source evidence
expert	54186.7	0	1	0.415067	0.438437	1	1.16415e-10	high	DSP	low confidence, single-source evidence
expert	7808	0	1	0.421901	0.438325	1	0	mid	DSP	low confidence, single-source evidence
expert	160267	0	1	0.418673	0.436543	1	0	mid	DSP	low confidence, single-source evidence
expert	10272	0	1	0.42848	0.434442	1	0	low	DSP	low confidence, single-source evidence
expert	119435	0	3	0.422064	0.433278	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	89749.3	0	1	0.428015	0.432663	1	0	high	DSP	low confidence, single-source evidence
expert	180139	0	1	0.450522	0.431563	1	0	mid	DSP	low confidence, single-source evidence
expert	158176	0	1	0.425768	0.431399	1	0	mid	DSP	low confidence, single-source evidence
expert	51712	0	2	0.430116	0.431129	1	0	high	DSP	low confidence, single-source evidence
expert	106133	0	1	0.436018	0.431103	1	0	high	DSP	low confidence, single-source evidence
expert	168075	0	2	0.431472	0.430324	1	0	high	DSP	low confidence, single-source evidence
expert	124384	0	1	0.42857	0.430092	1	0	high	DSP	low confidence, single-source evidence
expert	144256	0	2	0.434171	0.429771	1	0	mid	DSP	low confidence, single-source evidence
expert	95008	0	1	0.428657	0.428626	1	0	high	DSP	low confidence, single-source evidence
expert	79840	0	2	0.41635	0.427895	1	0	high	DSP	low confidence, single-source evidence
expert	128480	0	1	0.434537	0.427169	1	0	mid	DSP	low confidence, single-source evidence
expert	78912	0	0	0.419196	0.426445	1	0	high	DSP	low confidence, single-source evidence
expert	145184	0	2	0.441323	0.426308	1	0	mid	DSP	low confidence, single-source evidence
expert	174176	0	1	0.441429	0.426295	1	0	mid	DSP	low confidence, single-source evidence
expert	120992	0	2	0.436437	0.426238	1	0	high	DSP	low confidence, single-source evidence
expert	87573.3	0	2	0.419692	0.426192	1	0	high	DSP	low confidence, single-source evidence
expert	4330.67	0	1	0.462259	0.426133	1	-9.09495e-13	low	DSP	low confidence, single-source evidence
expert	123467	0	1	0.43776	0.42559	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	56661.3	0	2	0.439895	0.425002	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	167691	0	2	0.442605	0.424914	1	0	mid	DSP	low confidence, single-source evidence
expert	64106.7	0	0	0.422592	0.424715	1	0	high	DSP	low confidence, single-source evidence
expert	142325	0	1	0.439264	0.424353	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	169227	0	1	0.445672	0.424241	1	0	mid	DSP	low confidence, single-source evidence
expert	137376	0	0	0.43631	0.423949	1	0	mid	DSP	low confidence, single-source evidence
expert	139232	0	2	0.446206	0.423943	1	0	mid	DSP	low confidence, single-source evidence
expert	143253	0	1	0.446885	0.423615	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	151371	0	1	0.442238	0.42333	1	0	mid	DSP	low confidence, single-source evidence
expert	69674.7	0	0	0.42547	0.423248	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	152533	0	2	0.443668	0.422629	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	20778.7	0	2	0.452288	0.42212	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	82634.7	0	3	0.428514	0.421698	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	88202.7	0	2	0.429114	0.421392	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	141781	0	2	0.451633	0.421315	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	74005.3	0	1	0.429422	0.421235	1	0	high	DSP	low confidence, single-source evidence
expert	99946.7	0	0	0.456917	0.42109	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	92832	0	3	0.44596	0.420964	1	0	high	DSP	low confidence, single-source evidence
expert	57578.7	0	0	0.448734	0.420682	1	0	high	DSP	low confidence, single-source evidence
expert	41194.7	0	1	0.435011	0.420584	1	0	high	DSP	low confidence, single-source evidence
expert	59776	0	1	0.431399	0.420228	1	0	high	DSP	low confidence, single-source evidence
expert	55722.7	0	1	0.44325	0.420174	1	0	high	DSP	low confidence, single-source evidence
expert	90986.7	0	1	0.453805	0.42017	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	96864	0	3	0.446065	0.420042	1	0	high	DSP	low confidence, single-source evidence
expert	5322.67	0	1	0.460566	0.419843	1	-9.09495e-13	mid	DSP	low confidence, single-source evidence
expert	170155	0	2	0.454916	0.419766	1	0	mid	DSP	low confidence, single-source evidence
expert	8725.33	0	1	0.455433	0.419531	1	-1.81899e-12	mid	DSP	low confidence, single-source evidence
expert	72768	0	1	0.434673	0.41856	1	0	high	DSP	low confidence, single-source evidence
expert	19850.7	0	1	0.451695	0.417866	1	-3.63798e-12	mid	DSP	low confidence, single-source evidence
expert	85728	0	1	0.436678	0.417539	1	0	mid	DSP	low confidence, single-source evidence
expert	79541.3	0	2	0.438514	0.416603	1	0	high	DSP	low confidence, single-source evidence
expert	162741	0	2	0.459737	0.416588	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	64725.3	0	2	0.438656	0.416531	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	84490.7	0	1	0.439313	0.416196	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	90058.7	0	1	0.462611	0.415904	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	2826.67	0	1	0.48446	0.415861	1	0	mid	DSP	low confidence, single-source evidence
expert	8064	0	2	0.469694	0.415479	1	0	mid	DSP	low confidence, single-source evidence
expert	57888	0	1	0.459539	0.415402	1	0	high	DSP	low confidence, single-source evidence
expert	111392	0	2	0.461509	0.415285	1	0	high	DSP	low confidence, single-source evidence
expert	66581.3	0	2	0.441298	0.415185	1	0	high	DSP	low confidence, single-source evidence
expert	110773	0	2	0.468151	0.415019	1	0	high	DSP	low confidence, single-source evidence
expert	122528	0	2	0.452736	0.414949	1	0	high	DSP	low confidence, single-source evidence
expert	92224	0	1	0.466931	0.413812	1	0	high	DSP	low confidence, single-source evidence
expert	46762.7	0	1	0.449819	0.413115	1	0	high	DSP	low confidence, single-source evidence
expert	43349.3	0	2	0.443498	0.412387	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	155701	0	2	0.464781	0.412285	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	80778.7	0	1	0.447916	0.411814	1	-1.45519e-11	mid	DSP	low confidence, single-source evidence
expert	88512	0	2	0.447989	0.411776	1	0	high	DSP	low confidence, single-source evidence
expert	86965.3	0	2	0.448646	0.411442	1	0	high	DSP	low confidence, single-source evidence
expert	10560	0	2	0.476537	0.411387	1	0	low	DSP	low confidence, single-source evidence
expert	125003	0	2	0.46019	0.411243	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	103051	0	3	0.477793	0.411089	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	70912	0	1	0.449638	0.410937	1	0	high	DSP	low confidence, single-source evidence
expert	165205	0	1	0.47138	0.41093	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	124075	0	1	0.467837	0.410859	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	137067	0	1	0.470827	0.41021	1	0	high	DSP	low confidence, single-source evidence
expert	18922.7	0	2	0.479441	0.409994	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	125941	0	3	0.471254	0.409186	1	0	high	DSP	low confidence, single-source evidence
expert	34688	0	3	0.470222	0.409009	1	0	high	DSP	low confidence, single-source evidence
expert	87264	0	2	0.453478	0.40898	1	0	high	DSP	low confidence, single-source evidence
expert	9056	0	2	0.483646	0.40881	1	0	mid	DSP	low confidence, single-source evidence
expert	154080	0	2	0.472445	0.40853	1	0	mid	DSP	low confidence, single-source evidence
expert	168917	0	1	0.479292	0.407965	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	22325.3	0	1	0.475423	0.407903	1	0	high	DSP	low confidence, single-source evidence
expert	127168	0	1	0.474637	0.407528	1	0	high	DSP	low confidence, single-source evidence
expert	9312	0	1	0.486656	0.407371	1	0	mid	DSP	low confidence, single-source evidence
expert	136757	0	2	0.476712	0.407338	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	120053	0	2	0.469699	0.406517	1	0	high	DSP	low confidence, single-source evidence
expert	95626.7	0	3	0.473973	0.406281	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	19232	0	1	0.487528	0.406115	1	0	high	DSP	low confidence, single-source evidence
expert	132427	0	1	0.472875	0.405842	1	0	high	DSP	low confidence, single-source evidence
expert	67776	0	1	0.460292	0.405509	1	0	high	DSP	low confidence, single-source evidence
expert	91914.7	0	2	0.484736	0.405187	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	1301.33	0	2	0.502971	0.405052	1	0	mid	DSP	low confidence, single-source evidence
expert	122219	0	2	0.481273	0.404278	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	153845	0	1	0.481593	0.404048	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	45824	0	2	0.459849	0.403995	1	0	high	DSP	low confidence, single-source evidence
expert	68394.7	0	1	0.463928	0.403656	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	21706.7	0	1	0.490684	0.403623	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	173867	0	1	0.48944	0.403052	1	0	mid	DSP	low confidence, single-source evidence
expert	35306.7	0	3	0.489339	0.402921	1	0	high	DSP	low confidence, single-source evidence
expert	52320	0	2	0.490866	0.401628	1	0	high	DSP	low confidence, single-source evidence
expert	47680	0	1	0.472879	0.401484	1	0	high	DSP	low confidence, single-source evidence
expert	127477	0	2	0.480484	0.401156	1	0	high	DSP	low confidence, single-source evidence
expert	89120	0	1	0.482654	0.401134	1	0	high	DSP	low confidence, single-source evidence
expert	101493	0	1	0.492318	0.401085	1	0	high	DSP	low confidence, single-source evidence
expert	133355	0	1	0.492157	0.3998	1	0	high	DSP	low confidence, single-source evidence
expert	65344	0	1	0.471876	0.399607	1	0	high	DSP	low confidence, single-source evidence
expert	44906.7	0	2	0.476662	0.399576	1	0	high	DSP	low confidence, single-source evidence
expert	34080	0	1	0.49659	0.399408	1	0	high	DSP	low confidence, single-source evidence
expert	76512	0	1	0.472296	0.399394	1	0	high	DSP	low confidence, single-source evidence
expert	148821	0	2	0.49136	0.399262	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	164288	0	1	0.495818	0.399054	1	0	mid	DSP	low confidence, single-source evidence
expert	157867	0	1	0.491845	0.399025	1	0	mid	DSP	low confidence, single-source evidence
expert	53866.7	0	2	0.496562	0.398862	1	0	high	DSP	low confidence, single-source evidence
expert	132117	0	2	0.494243	0.398782	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	102432	0	2	0.503527	0.39876	1	0	high	DSP	low confidence, single-source evidence
expert	45205.3	0	1	0.478309	0.398745	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	128096	0	2	0.492871	0.398598	1	0	high	DSP	low confidence, single-source evidence
expert	42421.3	0	1	0.481243	0.397265	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	65962.7	0	1	0.476645	0.397178	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	75200	0	2	0.477086	0.396953	1	0	high	DSP	low confidence, single-source evidence
expert	136139	0	2	0.491015	0.39686	1	0	high	DSP	low confidence, single-source evidence
expert	155083	0	2	0.497447	0.39628	1	0	mid	DSP	low confidence, single-source evidence
expert	177579	0	2	0.504315	0.395851	1	0	high	DSP	low confidence, single-source evidence
expert	131808	0	1	0.501024	0.395472	1	0	high	DSP	low confidence, single-source evidence
expert	161493	0	2	0.504592	0.39479	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	141397	0	2	0.507531	0.394249	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	57269.3	0	1	0.503119	0.394102	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	47370.7	0	1	0.488188	0.393763	1	0	high	DSP	low confidence, single-source evidence
expert	171392	0	2	0.50927	0.393452	1	0	high	DSP	low confidence, single-source evidence
expert	165600	0	1	0.507877	0.393194	1	0	mid	DSP	low confidence, single-source evidence
expert	96245.3	0	2	0.500791	0.393056	1	0	high	DSP	low confidence, single-source evidence
expert	130880	0	1	0.507702	0.392213	1	0	high	DSP	low confidence, single-source evidence
expert	157557	0	2	0.505848	0.392165	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	97472	0	1	0.502768	0.392082	1	0	high	DSP	low confidence, single-source evidence
expert	66858.7	0	2	0.478198	0.391911	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	94389.3	0	3	0.503248	0.391845	1	0	high	DSP	low confidence, single-source evidence
expert	27274.7	0	1	0.508904	0.391558	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	175104	0	1	0.513755	0.391281	1	0	mid	DSP	low confidence, single-source evidence
expert	82944	0	2	0.479492	0.39124	1	0	high	DSP	low confidence, single-source evidence
expert	725.333	0	2	0.538149	0.391022	1	-1.13687e-13	mid	DSP	low confidence, single-source evidence
expert	97173.3	0	3	0.505173	0.390896	1	0	high	DSP	low confidence, single-source evidence
expert	67200	0	1	0.489295	0.390734	1	0	high	DSP	low confidence, single-source evidence
expert	64992	0	2	0.489514	0.390622	1	0	high	DSP	low confidence, single-source evidence
expert	84800	0	2	0.489785	0.390484	1	0	high	DSP	low confidence, single-source evidence
expert	47061.3	0	2	0.486442	0.390347	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	52938.7	0	1	0.514665	0.390071	1	0	high	DSP	low confidence, single-source evidence
expert	74656	0	2	0.490703	0.390016	1	0	high	DSP	low confidence, single-source evidence
expert	134592	0	1	0.512731	0.389758	1	0	high	DSP	low confidence, single-source evidence
expert	104907	0	3	0.522548	0.389646	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	85109.3	0	2	0.492309	0.389198	1	0	high	DSP	low confidence, single-source evidence
expert	160651	0	1	0.516585	0.388962	1	0	mid	DSP	low confidence, single-source evidence
expert	140779	0	1	0.519052	0.388671	1	0	mid	DSP	low confidence, single-source evidence
expert	67466.7	0	2	0.493438	0.388623	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	176651	0	1	0.520002	0.388257	1	0	mid	DSP	low confidence, single-source evidence
expert	48917.3	0	1	0.499196	0.38821	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	156629	0	2	0.514329	0.388009	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	99018.7	0	3	0.515968	0.387835	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	97792	0	2	0.503596	0.38782	1	0	high	DSP	low confidence, single-source evidence
expert	120683	0	1	0.515221	0.387651	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	32842.7	0	2	0.522252	0.386975	1	0	high	DSP	low confidence, single-source evidence
expert	146347	0	2	0.523528	0.386503	1	0	mid	DSP	low confidence, single-source evidence
expert	109845	0	2	0.52765	0.386425	1	0	high	DSP	low confidence, single-source evidence
expert	84181.3	0	2	0.490737	0.385406	1	0	high	DSP	low confidence, single-source evidence
expert	121291	0	1	0.512608	0.385187	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	39018.7	0	3	0.526887	0.384729	1	0	high	DSP	low confidence, single-source evidence
expert	38101.3	0	2	0.527019	0.384665	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	145493	0	2	0.527743	0.384462	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	86037.3	0	2	0.501999	0.384262	1	0	high	DSP	low confidence, single-source evidence
expert	143872	0	1	0.529064	0.383823	1	0	mid	DSP	low confidence, single-source evidence
expert	154389	0	0	0.523256	0.383635	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	145803	0	1	0.529615	0.383556	1	0	mid	DSP	low confidence, single-source evidence
expert	173024	0	1	0.530428	0.383209	1	0	mid	DSP	low confidence, single-source evidence
expert	37781.3	0	3	0.531373	0.382556	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	121600	0	2	0.526798	0.381981	1	0	high	DSP	low confidence, single-source evidence
expert	75818.7	0	2	0.506666	0.381884	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	68085.3	0	2	0.497539	0.381877	1	0	high	DSP	low confidence, single-source evidence
expert	40874.7	0	0	0.504431	0.381114	1	0	high	DSP	low confidence, single-source evidence
expert	69322.7	0	1	0.494751	0.38075	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	169536	0	1	0.528307	0.380691	1	0	mid	DSP	low confidence, single-source evidence
expert	74240	0	1	0.499875	0.380665	1	0	high	DSP	low confidence, single-source evidence
expert	49536	0	2	0.522622	0.380624	1	0	high	DSP	low confidence, single-source evidence
expert	83562.7	0	1	0.509264	0.38056	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	65610.7	0	2	0.500205	0.380493	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	38410.7	0	1	0.529932	0.379678	1	0	high	DSP	low confidence, single-source evidence
expert	153227	0	2	0.532146	0.37928	1	0	mid	DSP	low confidence, single-source evidence
expert	90368	0	2	0.531386	0.379007	1	0	high	DSP	low confidence, single-source evidence
expert	3402.67	0	2	0.564258	0.378943	1	0	mid	DSP	low confidence, single-source evidence
expert	151680	0	1	0.532968	0.378877	1	0	mid	DSP	low confidence, single-source evidence
expert	170549	0	2	0.539913	0.378617	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	98090.7	0	2	0.5315	0.377914	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	79232	0	1	0.500466	0.377756	1	0	high	DSP	low confidence, single-source evidence
expert	38709.3	0	1	0.541318	0.377738	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	149205	0	1	0.535354	0.377708	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	20458.7	0	1	0.54493	0.377491	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	100885	0	1	0.548081	0.377414	1	0	high	DSP	low confidence, single-source evidence
expert	47989.3	0	1	0.520614	0.377407	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	80469.3	0	2	0.506259	0.377353	1	0	high	DSP	low confidence, single-source evidence
expert	149739	0	2	0.528754	0.377072	1	0	mid	DSP	low confidence, single-source evidence
expert	68704	0	1	0.516528	0.37686	1	0	high	DSP	low confidence, single-source evidence
expert	77674.7	0	1	0.517544	0.376342	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	77130.7	0	0	0.517925	0.376148	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	153461	0	2	0.530878	0.376015	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	148277	0	1	0.545194	0.376012	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	33461.3	0	1	0.537407	0.376006	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	140160	0	2	0.545275	0.375973	1	0	mid	DSP	low confidence, single-source evidence
expert	173248	0	1	0.538228	0.375821	1	0	mid	DSP	low confidence, single-source evidence
expert	104587	0	2	0.551437	0.375806	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	86645.3	0	1	0.509826	0.375502	1	0	high	DSP	low confidence, single-source evidence
expert	30976	0	3	0.538477	0.37548	1	0	high	DSP	low confidence, single-source evidence
expert	22016	0	2	0.550195	0.374955	1	0	high	DSP	low confidence, single-source evidence
expert	25109.3	0	1	0.550562	0.374778	1	0	high	DSP	low confidence, single-source evidence
expert	20160	0	2	0.551576	0.37429	1	0	high	DSP	low confidence, single-source evidence
expert	175413	0	1	0.549061	0.374188	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	17685.3	0	2	0.554357	0.374054	1	0	mid	DSP	low confidence, single-source evidence
expert	55413.3	0	0	0.544173	0.374037	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	78293.3	0	2	0.522146	0.373998	1	0	high	DSP	low confidence, single-source evidence
expert	163349	0	0	0.54004	0.373837	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	116341	0	2	0.54703	0.373644	1	0	high	DSP	low confidence, single-source evidence
expert	89429.3	0	2	0.55167	0.372763	1	0	high	DSP	low confidence, single-source evidence
expert	134901	0	2	0.540817	0.372199	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	179499	0	0	0.574151	0.371802	1	0	mid	DSP	low confidence, single-source evidence
expert	159029	0	1	0.552208	0.371651	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	1909.33	0	1	0.581504	0.370964	1	0	mid	DSP	low confidence, single-source evidence
expert	35936	0	2	0.548809	0.370404	1	0	high	DSP	low confidence, single-source evidence
expert	171701	0	2	0.556913	0.370387	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	12736	0	1	0.562163	0.370309	1	0	low	DSP	low confidence, single-source evidence
expert	87882.7	0	1	0.519917	0.370267	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	139541	0	1	0.557252	0.370174	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	136448	0	1	0.553444	0.369888	1	0	high	DSP	low confidence, single-source evidence
expert	126240	0	1	0.545695	0.36874	1	0	high	DSP	low confidence, single-source evidence
expert	131499	0	0	0.556499	0.368397	1	0	high	DSP	low confidence, single-source evidence
expert	33152	0	3	0.561251	0.36808	1	0	high	DSP	low confidence, single-source evidence
expert	59434.7	0	2	0.519631	0.367714	1	0	high	DSP	low confidence, single-source evidence
expert	21088	0	3	0.558021	0.36758	1	0	high	DSP	low confidence, single-source evidence
expert	176960	0	1	0.555426	0.36738	1	0	mid	DSP	low confidence, single-source evidence
expert	46144	0	2	0.54106	0.367094	1	0	high	DSP	low confidence, single-source evidence
expert	129333	0	2	0.560187	0.366597	1	0	high	DSP	low confidence, single-source evidence
expert	158720	0	1	0.562825	0.366492	1	0	mid	DSP	low confidence, single-source evidence
expert	28821.3	0	1	0.568017	0.366369	1	0	high	DSP	low confidence, single-source evidence
expert	106443	0	0	0.563994	0.366301	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	76746.7	0	1	0.527701	0.366228	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	146965	0	1	0.565584	0.366139	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	1621.33	0	1	0.592408	0.365919	1	0	mid	DSP	low confidence, single-source evidence
expert	66229.3	0	1	0.538018	0.365912	1	0	high	DSP	low confidence, single-source evidence
expert	134283	0	2	0.562184	0.365623	1	0	high	DSP	low confidence, single-source evidence
expert	107989	0	1	0.574024	0.364984	1	0	high	DSP	low confidence, single-source evidence
expert	12426.7	0	1	0.565931	0.364964	1	0	mid	DSP	low confidence, single-source evidence
expert	109536	0	1	0.574076	0.364114	1	0	high	DSP	low confidence, single-source evidence
expert	126859	0	2	0.563848	0.363834	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	23872	0	2	0.573338	0.363806	1	0	high	DSP	low confidence, single-source evidence
expert	129643	0	1	0.569614	0.361996	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	77365.3	0	2	0.546168	0.36176	1	0	high	DSP	low confidence, single-source evidence
expert	131189	0	1	0.562463	0.361481	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	146656	0	2	0.575435	0.361369	1	0	mid	DSP	low confidence, single-source evidence
expert	166133	0	2	0.574327	0.360903	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	156320	0	1	0.570009	0.360729	1	0	mid	DSP	low confidence, single-source evidence
expert	168299	0	0	0.565085	0.360532	1	0	low	DSP	low confidence, single-source evidence
expert	107061	0	1	0.583647	0.360374	1	0	high	DSP	low confidence, single-source evidence
expert	176341	0	2	0.577628	0.360358	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	56341.3	0	2	0.572276	0.360302	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	29738.7	0	2	0.565298	0.360185	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	92533.3	0	1	0.577942	0.360037	1	0	high	DSP	low confidence, single-source evidence
expert	43978.7	0	2	0.556518	0.359297	1	0	high	DSP	low confidence, single-source evidence
expert	27893.3	0	1	0.583404	0.358957	1	0	high	DSP	low confidence, single-source evidence
expert	164587	0	1	0.570885	0.358634	1	0	mid	DSP	low confidence, single-source evidence
expert	25408	0	3	0.584341	0.358505	1	0	high	DSP	low confidence, single-source evidence
expert	11498.7	0	0	0.587961	0.357933	1	0	low	DSP	low confidence, single-source evidence
expert	126549	0	0	0.576201	0.357784	1	0	high	DSP	low confidence, single-source evidence
expert	33760	0	2	0.582506	0.357782	1	0	high	DSP	low confidence, single-source evidence
expert	53557.3	0	1	0.581253	0.357735	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	77984	0	1	0.54438	0.357576	1	0	high	DSP	low confidence, single-source evidence
expert	103968	0	2	0.582205	0.357464	1	0	high	DSP	low confidence, single-source evidence
expert	35626.7	0	1	0.583387	0.357356	1	0	high	DSP	low confidence, single-source evidence
expert	23253.3	0	2	0.587259	0.3571	1	0	high	DSP	low confidence, single-source evidence
expert	32522.7	0	1	0.584316	0.356905	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	172629	0	1	0.585336	0.356627	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	74890.7	0	1	0.557999	0.355733	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	82325.3	0	1	0.558728	0.355362	1	0	high	DSP	low confidence, single-source evidence
expert	133973	0	0	0.583225	0.355353	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	144875	0	2	0.57987	0.355325	1	0	mid	DSP	low confidence, single-source evidence
